Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status,Visitor Goalie,Home Goalie,O/U,Over,Under,Away ML,Home ML,Home PL Spread,PL Away,PL Home
2025-01-14,,9:00 PM,Montreal Canadiens,5,Utah Hockey Club,3,Regulation,,,6,-110,-110,,,,,
2025-01-14,,8:00 PM,Vancouver Canucks,1,Winnipeg Jets,6,Regulation,,,5.5,120,-140,,,,,
2025-01-14,,7:00 PM,Anaheim Ducks,0,Washington Capitals,3,Regulation,,,6,-100,-120,,,,,
2025-01-15,,6:00 PM,Carolina Hurricanes,2,Buffalo Sabres,4,Regulation,,,6,-103,-115,,,,,
2025-01-15,,8:30 PM,Edmonton Oilers,5,Minnesota Wild,3,Regulation,,,6,-117,-101,,,,,
2025-01-16,,7:00 PM,San Jose Sharks,1,Columbus Blue Jackets,4,Regulation,,,6,-105,-115,,,,,
2025-01-16,,9:30 PM,Edmonton Oilers,4,Colorado Avalanche,3,Regulation,,,6.5,-109,-108,,,,,
2025-01-16,,8:00 PM,Montreal Canadiens,3,Dallas Stars,1,Regulation,,,6,-110,-110,,,,,
2025-01-16,,7:00 PM,Detroit Red Wings,5,Florida Panthers,2,Regulation,,,5.5,-105,-115,,,,,
2025-01-16,,8:00 PM,Chicago Blackhawks,2,Nashville Predators,3,Regulation,,,6,-109,-110,,,,,
2025-01-16,,7:30 PM,Philadelphia Flyers,5,New York Islanders,3,Regulation,,,5.5,-117,-103,,,,,
2025-01-16,,7:00 PM,Washington Capitals,1,Ottawa Senators,0,Regulation,,,5.5,-110,-110,,,,,
2025-01-16,,8:00 PM,Calgary Flames,1,St. Louis Blues,4,Regulation,,,5.5,-110,-110,,,,,
2025-01-16,,7:00 PM,Anaheim Ducks,3,Tampa Bay Lightning,4,Regulation,,,6.5,-102,-115,,,,,
2025-01-16,,7:00 PM,New Jersey Devils,3,Toronto Maple Leafs,4,Regulation,,,5.5,-115,-105,,,,,
2025-01-16,,9:00 PM,New York Rangers,5,Utah Hockey Club,3,Regulation,,,6,-105,-115,,,,,
2025-01-16,,10:00 PM,Los Angeles Kings,5,Vancouver Canucks,1,Regulation,,,5.5,121,-140,,,,,
2025-01-16,,8:00 PM,Seattle Kraken,1,Winnipeg Jets,2,Regulation,,,5.5,101,-120,,,,,
2025-01-17,,7:00 PM,Pittsburgh Penguins,5,Buffalo Sabres,2,Regulation,,,6,-118,-101,,,,,
2025-01-17,,7:00 PM,Vegas Golden Knights,2,Carolina Hurricanes,3,Regulation,,,6,-108,-111,,,,,
2025-01-18,,8:00 PM,Vegas Golden Knights,3,Chicago Blackhawks,5,Regulation,,,6.5,-105,-113,,,,,
2025-01-18,,4:00 PM,Dallas Stars,3,Colorado Avalanche,6,Regulation,,,6,-105,-115,,,,,
2025-01-18,,6:00 PM,Anaheim Ducks,0,Florida Panthers,3,Regulation,,,6,-106,-113,,,,,
2025-01-18,,7:00 PM,Toronto Maple Leafs,7,Montreal Canadiens,3,Regulation,,,6,-105,-115,,,,,
2025-01-18,,12:30 PM,Philadelphia Flyers,3,New Jersey Devils,1,Regulation,,,6,-100,-118,,,,,
2025-01-18,,8:00 PM,Minnesota Wild,2,Nashville Predators,6,Regulation,,,5.5,-120,-100,,,,,
2025-01-18,,7:30 PM,San Jose Sharks,1,New York Islanders,4,Regulation,,,5.5,-120,102,,,,,
2025-01-18,,7:00 PM,Columbus Blue Jackets,0,New York Rangers,1,Regulation,,,6.5,-110,-110,,,,,
2025-01-18,,3:00 PM,Boston Bruins,5,Ottawa Senators,6,Regulation,,,5.5,-105,-115,,,,,
2025-01-18,,10:00 PM,Los Angeles Kings,2,Seattle Kraken,4,Regulation,,,5.5,115,-135,,,,,
2025-01-18,,7:00 PM,Detroit Red Wings,1,Tampa Bay Lightning,5,Regulation,,,6,-119,-100,,,,,
2025-01-18,,9:00 PM,St. Louis Blues,2,Utah Hockey Club,4,Regulation,,,6,-105,-115,,,,,
2025-01-18,,10:00 PM,Edmonton Oilers,2,Vancouver Canucks,3,Regulation,,,6,-105,-115,,,,,
2025-01-18,,7:00 PM,Calgary Flames,3,Winnipeg Jets,1,Regulation,,,6,-100,-118,,,,,
2025-01-18,,7:00 PM,Pittsburgh Penguins,1,Washington Capitals,4,Regulation,,,6,-101,-118,,,,,
2025-01-19,,8:00 PM,Detroit Red Wings,1,Dallas Stars,4,Regulation,,,6,-105,-115,,,,,
2025-01-19,,7:00 PM,New York Rangers,4,Montreal Canadiens,5,Regulation,,,6.5,102,-119,,,,,
2025-01-19,,1:00 PM,Ottawa Senators,2,New Jersey Devils,1,Regulation,,,5.5,-118,-101,,,,,
2025-01-20,,1:00 PM,San Jose Sharks,3,Boston Bruins,6,Regulation,,,5.5,-125,105,,,,,
2025-01-20,,8:30 PM,Carolina Hurricanes,4,Chicago Blackhawks,3,Regulation,,,6,-102,-115,,,,,
2025-01-20,,3:00 PM,Minnesota Wild,3,Colorado Avalanche,1,Regulation,,,6,-105,-115,,,,,
2025-01-20,,10:30 PM,Pittsburgh Penguins,5,Los Angeles Kings,1,Regulation,,,5.5,-115,-104,,,,,
2025-01-20,,7:30 PM,Columbus Blue Jackets,1,New York Islanders,3,Regulation,,,5.5,-121,-100,,,,,
2025-01-20,,4:00 PM,Buffalo Sabres,4,Seattle Kraken,6,Regulation,,,5.5,-120,-100,,,,,
2025-01-20,,7:30 PM,Tampa Bay Lightning,3,Toronto Maple Leafs,5,Regulation,,,6.5,-105,-115,,,,,
2025-01-20,,9:30 PM,Winnipeg Jets,2,Utah Hockey Club,5,Regulation,,,5.5,-120,-100,,,,,
2025-01-20,,6:00 PM,St. Louis Blues,5,Vegas Golden Knights,4,Regulation,,,5.5,-120,-100,,,,,
2025-01-21,,10:00 PM,Florida Panthers,5,Anaheim Ducks,2,Regulation,,,5.5,-120,-100,,,,,
2025-01-21,,8:00 PM,Carolina Hurricanes,2,Dallas Stars,1,Regulation,,,5.5,-120,-100,,,,,
2025-01-21,,9:00 PM,Washington Capitals,3,Edmonton Oilers,2,Regulation,,,5.5,-121,102,,,,,
2025-01-21,,7:00 PM,Tampa Bay Lightning,2,Montreal Canadiens,3,Regulation,,,6.5,-100,-120,,,,,
2025-01-21,,8:00 PM,San Jose Sharks,5,Nashville Predators,7,Regulation,,,6,-104,-115,,,,,
2025-01-21,,7:00 PM,Ottawa Senators,0,New York Rangers,5,Regulation,,,5.5,-120,-101,,,,,
2025-01-21,,7:00 PM,Detroit Red Wings,1,Philadelphia Flyers,2,Regulation,,,6,-110,-110,,,,,
2025-01-21,,10:00 PM,Buffalo Sabres,3,Vancouver Canucks,2,Regulation,,,6,-104,-115,,,,,
2025-01-22,,9:30 PM,Winnipeg Jets,3,Colorado Avalanche,2,Regulation,,,5.5,-115,-105,,,,,
2025-01-22,,10:00 PM,Florida Panthers,1,Los Angeles Kings,2,Regulation,,,5.5,-101,-118,,,,,
2025-01-22,,7:00 PM,Boston Bruins,1,New Jersey Devils,5,Regulation,,,5.5,-108,-109,,,,,
2025-01-22,,7:30 PM,Columbus Blue Jackets,5,Toronto Maple Leafs,1,Regulation,,,6.5,-110,-110,,,,,
2025-01-23,,10:00 PM,Pittsburgh Penguins,1,Anaheim Ducks,5,Regulation,,,6,-115,-105,,,,,
2025-01-23,,7:00 PM,Ottawa Senators,0,Boston Bruins,2,Regulation,,,5.5,-112,-106,,,,,
2025-01-23,,7:00 PM,Columbus Blue Jackets,4,Carolina Hurricanes,7,Regulation,,,6,-115,-105,,,,,
2025-01-23,,9:00 PM,Buffalo Sabres,2,Calgary Flames,5,Regulation,,,5.5,-120,102,,,,,
2025-01-23,,7:00 PM,Montreal Canadiens,2,Detroit Red Wings,4,Regulation,,,6,-112,-106,,,,,
2025-01-23,,9:00 PM,Vancouver Canucks,2,Edmonton Oilers,6,Regulation,,,5.5,-120,101,,,,,
2025-01-23,,8:00 PM,Utah Hockey Club,4,Minnesota Wild,0,Regulation,,,6,-105,-115,,,,,
2025-01-23,,7:00 PM,Philadelphia Flyers,1,New York Rangers,6,Regulation,,,5.5,-120,-100,,,,,
2025-01-23,,10:00 PM,Washington Capitals,3,Seattle Kraken,0,Regulation,,,5.5,-115,-105,,,,,
2025-01-23,,10:30 PM,Nashville Predators,6,San Jose Sharks,5,Regulation,,,6,-120,-100,,,,,
2025-01-23,,8:00 PM,Vegas Golden Knights,4,St. Louis Blues,2,Regulation,,,6,-115,-105,,,,,
2025-01-24,,8:00 PM,Tampa Bay Lightning,4,Chicago Blackhawks,3,Regulation,,,6.5,-128,110,,,,,
2025-01-24,,7:30 PM,Vegas Golden Knights,3,Dallas Stars,4,Regulation,,,6,105,-125,,,,,
2025-01-24,,7:30 PM,Philadelphia Flyers,1,New York Islanders,3,Regulation,,,5.5,-120,103,,,,,
2025-01-24,,8:00 PM,Utah Hockey Club,2,Winnipeg Jets,5,Regulation,,,5.5,-116,-102,,,,,
2025-01-25,,10:00 PM,Nashville Predators,2,Anaheim Ducks,5,Regulation,,,6,-120,-100,,,,,
2025-01-25,,1:00 PM,Colorado Avalanche,1,Boston Bruins,3,Regulation,,,6,102,-120,,,,,
2025-01-25,,7:00 PM,Los Angeles Kings,2,Columbus Blue Jackets,3,Regulation,,,6,105,-125,,,,,
2025-01-25,,7:00 PM,Tampa Bay Lightning,0,Detroit Red Wings,2,Regulation,,,6.5,-100,-120,,,,,
2025-01-25,,4:00 PM,Buffalo Sabres,2,Edmonton Oilers,3,Regulation,,,6.5,-115,-105,,,,,
2025-01-25,,7:00 PM,Calgary Flames,5,Minnesota Wild,4,Regulation,,,5.5,-118,-100,,,,,
2025-01-25,,7:00 PM,New Jersey Devils,4,Montreal Canadiens,3,Regulation,,,6,-110,-110,,,,,
2025-01-25,,7:30 PM,Carolina Hurricanes,2,New York Islanders,3,Regulation,,,5.5,-125,105,,,,,
2025-01-25,,7:00 PM,Toronto Maple Leafs,1,Ottawa Senators,2,Regulation,,,5.5,-113,-105,,,,,
2025-01-25,,4:00 PM,Pittsburgh Penguins,1,Seattle Kraken,4,Regulation,,,5.5,-115,-102,,,,,
2025-01-25,,10:00 PM,Florida Panthers,7,San Jose Sharks,2,Regulation,,,6,-115,-105,,,,,
2025-01-25,,7:00 PM,Dallas Stars,2,St. Louis Blues,0,Regulation,,,5.5,-120,-100,,,,,
2025-01-25,,10:00 PM,Washington Capitals,1,Vancouver Canucks,2,Regulation,,,5.5,105,-125,,,,,
2025-01-26,,7:00 PM,Minnesota Wild,4,Chicago Blackhawks,2,Regulation,,,6,-110,-110,,,,,
2025-01-26,,1:00 PM,Colorado Avalanche,5,New York Rangers,4,Regulation,,,6,-105,-115,,,,,
2025-01-26,,5:00 PM,Utah Hockey Club,1,Ottawa Senators,3,Regulation,,,5.5,-116,-102,,,,,
2025-01-26,,8:00 PM,Florida Panthers,1,Vegas Golden Knights,4,Regulation,,,6,-105,-115,,,,,
2025-01-26,,6:00 PM,Calgary Flames,2,Winnipeg Jets,5,Regulation,,,5.5,-120,-100,,,,,
2025-01-27,,7:00 PM,Los Angeles Kings,2,Detroit Red Wings,5,Regulation,,,5.5,-105,-115,,,,,
2025-01-27,,9:30 PM,Seattle Kraken,2,Edmonton Oilers,4,Regulation,,,6.5,-112,-105,,,,,
2025-01-27,,7:00 PM,New Jersey Devils,2,Philadelphia Flyers,4,Regulation,,,5.5,-103,-116,,,,,
2025-01-27,,10:30 PM,Pittsburgh Penguins,1,San Jose Sharks,2,Regulation,,,6.5,-112,-105,,,,,
2025-01-27,,7:30 PM,Vancouver Canucks,5,St. Louis Blues,2,Regulation,,,5.5,116,-135,,,,,
2025-01-28,,7:00 PM,Boston Bruins,2,Buffalo Sabres,7,Regulation,,,6,-100,-120,,,,,
2025-01-28,,9:00 PM,Washington Capitals,3,Calgary Flames,1,Regulation,,,5.5,-120,-100,,,,,
2025-01-28,,7:00 PM,Winnipeg Jets,4,Montreal Canadiens,1,Regulation,,,5.5,-118,-100,,,,,
2025-01-28,,7:30 PM,Colorado Avalanche,2,New York Islanders,5,Regulation,,,6,105,-125,,,,,
2025-01-28,,7:00 PM,Carolina Hurricanes,4,New York Rangers,0,Regulation,,,5.5,-120,101,,,,,
2025-01-28,,10:00 PM,Anaheim Ducks,6,Seattle Kraken,4,Regulation,,,6,-100,-120,,,,,
2025-01-28,,7:00 PM,Chicago Blackhawks,4,Tampa Bay Lightning,1,Regulation,,,6.5,-120,103,,,,,
2025-01-28,,10:00 PM,Dallas Stars,4,Vegas Golden Knights,3,Regulation,,,6,102,-120,,,,,
2025-01-29,,7:00 PM,Los Angeles Kings,0,Florida Panthers,3,Regulation,,,5.5,105,-125,,,,,
2025-01-29,,7:00 PM,Philadelphia Flyers,0,New Jersey Devils,5,Regulation,,,5.5,-115,-105,,,,,
2025-01-29,,9:00 PM,Vancouver Canucks,3,Nashville Predators,1,Regulation,,,5.5,-120,-100,,,,,
2025-01-29,,7:00 PM,Minnesota Wild,3,Toronto Maple Leafs,1,Regulation,,,5.5,-114,-105,,,,,
2025-01-29,,9:30 PM,Pittsburgh Penguins,3,Utah Hockey Club,2,Regulation,,,6,-110,-110,,,,,
2025-01-30,,7:00 PM,Winnipeg Jets,6,Boston Bruins,2,Regulation,,,5.5,-110,-110,,,,,
2025-01-30,,7:00 PM,Chicago Blackhawks,2,Carolina Hurricanes,3,Regulation,,,6,-115,-105,,,,,
2025-01-30,,9:00 PM,Anaheim Ducks,1,Calgary Flames,4,Regulation,,,6,-105,-115,,,,,
2025-01-30,,9:00 PM,Detroit Red Wings,3,Edmonton Oilers,2,Regulation,,,6.5,-113,-105,,,,,
2025-01-30,,7:00 PM,Minnesota Wild,4,Montreal Canadiens,0,Regulation,,,6,-110,-110,,,,,
2025-01-30,,7:00 PM,Washington Capitals,4,Ottawa Senators,5,Regulation,,,5.5,115,-135,,,,,
2025-01-30,,7:30 PM,New York Islanders,3,Philadelphia Flyers,0,Regulation,,,5.5,-115,-105,,,,,
2025-01-30,,10:30 PM,San Jose Sharks,2,Seattle Kraken,6,Regulation,,,6,-115,-105,,,,,
2025-01-30,,7:00 PM,Los Angeles Kings,0,Tampa Bay Lightning,3,Regulation,,,5.5,-120,-100,,,,,
2025-01-30,,10:00 PM,Columbus Blue Jackets,2,Vegas Golden Knights,1,Regulation,,,6.5,102,-120,,,,,
2025-01-31,,7:00 PM,Nashville Predators,3,Buffalo Sabres,4,Regulation,,,6.5,-118,-103,,,,,
2025-01-31,,9:00 PM,St. Louis Blues,0,Colorado Avalanche,5,Regulation,,,6,-105,-115,,,,,
2025-01-31,,8:00 PM,Vancouver Canucks,3,Dallas Stars,5,Regulation,,,5.5,-100,-120,,,,,
2025-01-31,,9:00 PM,Columbus Blue Jackets,3,Utah Hockey Club,2,Regulation,,,6,-110,-111,,,,,
2025-02-01,,3:30 PM,New York Rangers,3,Boston Bruins,6,Regulation,,,6,-110,-110,,,,,
2025-02-01,,7:00 PM,Los Angeles Kings,4,Carolina Hurricanes,2,Regulation,,,5.5,-109,-110,,,,,
2025-02-01,,10:00 PM,Detroit Red Wings,3,Calgary Flames,1,Regulation,,,5.5,-118,-100,,,,,
2025-02-01,,7:00 PM,Toronto Maple Leafs,4,Edmonton Oilers,3,Regulation,,,6.5,-105,-115,,,,,
2025-02-01,,1:00 PM,Chicago Blackhawks,1,Florida Panthers,5,Regulation,,,6,-105,-115,,,,,
2025-02-01,,7:00 PM,Minnesota Wild,0,Ottawa Senators,6,Regulation,,,5.5,105,-125,,,,,
2025-02-01,,7:00 PM,Nashville Predators,0,Pittsburgh Penguins,3,Regulation,,,6.5,-102,-115,,,,,
2025-02-01,,7:00 PM,New York Islanders,3,Tampa Bay Lightning,2,Regulation,,,6,-100,-120,,,,,
2025-02-01,,7:00 PM,Winnipeg Jets,5,Washington Capitals,4,Regulation,,,5.5,105,-123,,,,,
2025-02-02,,4:00 PM,Montreal Canadiens,2,Anaheim Ducks,3,Regulation,,,6,-120,-100,,,,,
2025-02-02,,1:00 PM,New Jersey Devils,3,Buffalo Sabres,4,Regulation,,,6,-119,102,,,,,
2025-02-02,,3:00 PM,Philadelphia Flyers,0,Colorado Avalanche,2,Regulation,,,6,-102,-115,,,,,
2025-02-02,,6:00 PM,Columbus Blue Jackets,3,Dallas Stars,5,Regulation,,,6,105,-125,,,,,
2025-02-02,,6:00 PM,New York Islanders,3,Florida Panthers,6,Regulation,,,5.5,-120,-100,,,,,
2025-02-02,,6:00 PM,Vegas Golden Knights,2,New York Rangers,4,Regulation,,,6,-120,-100,,,,,
2025-02-02,,9:00 PM,Calgary Flames,3,Seattle Kraken,2,Regulation,,,5.5,-120,-100,,,,,
2025-02-02,,7:00 PM,St. Louis Blues,2,Utah Hockey Club,1,Regulation,,,5.5,-110,-110,,,,,
2025-02-02,,8:00 PM,Detroit Red Wings,3,Vancouver Canucks,2,Regulation,,,5.5,-110,-110,,,,,
2025-02-03,,7:30 PM,Ottawa Senators,5,Nashville Predators,2,Regulation,,,5.5,-120,-100,,,,,
2025-02-04,,10:30 PM,Dallas Stars,1,Anaheim Ducks,2,Regulation,,,5.5,-118,-101,,,,,
2025-02-04,,7:00 PM,Minnesota Wild,0,Boston Bruins,3,Regulation,,,5.5,-107,-112,,,,,
2025-02-04,,7:00 PM,Columbus Blue Jackets,2,Buffalo Sabres,3,Regulation,,,6,-125,107,,,,,
2025-02-04,,9:00 PM,Toronto Maple Leafs,6,Calgary Flames,3,Regulation,,,5.5,-117,-102,,,,,
2025-02-04,,7:30 PM,Vegas Golden Knights,1,New York Islanders,2,Regulation,,,5.5,-119,-100,,,,,
2025-02-04,,7:00 PM,New Jersey Devils,3,Pittsburgh Penguins,2,Regulation,,,6,-110,-110,,,,,
2025-02-04,,10:00 PM,Detroit Red Wings,5,Seattle Kraken,4,Regulation,,,5.5,-120,-100,,,,,
2025-02-04,,10:30 PM,Montreal Canadiens,4,San Jose Sharks,3,Regulation,,,6,-120,-100,,,,,
2025-02-04,,8:00 PM,Edmonton Oilers,3,St. Louis Blues,2,Regulation,,,6,-120,-100,,,,,
2025-02-04,,7:00 PM,Ottawa Senators,3,Tampa Bay Lightning,4,Regulation,,,5.5,-110,-110,,,,,
2025-02-04,,9:00 PM,Philadelphia Flyers,2,Utah Hockey Club,3,Regulation,,,5.5,-109,-110,,,,,
2025-02-04,,10:00 PM,Colorado Avalanche,0,Vancouver Canucks,3,Regulation,,,5.5,-115,-105,,,,,
2025-02-04,,8:00 PM,Carolina Hurricanes,0,Winnipeg Jets,3,Regulation,,,5.5,-120,-100,,,,,
2025-02-04,,7:00 PM,Florida Panthers,3,Washington Capitals,6,Regulation,,,5.5,-115,-105,,,,,
2025-02-05,,9:30 PM,Edmonton Oilers,4,Chicago Blackhawks,3,Regulation,,,6.5,-115,-105,,,,,
2025-02-05,,10:30 PM,Montreal Canadiens,3,Los Angeles Kings,6,Regulation,,,6,-106,-112,,,,,
2025-02-05,,7:00 PM,Boston Bruins,2,New York Rangers,3,Regulation,,,6,-110,-110,,,,,
2025-02-06,,7:00 PM,Utah Hockey Club,3,Columbus Blue Jackets,2,Regulation,,,5.5,-124,105,,,,,
2025-02-06,,9:00 PM,Colorado Avalanche,4,Calgary Flames,2,Regulation,,,6,-100,-120,,,,,
2025-02-06,,7:30 PM,Carolina Hurricanes,1,Minnesota Wild,2,Regulation,,,5.5,-108,-113,,,,,
2025-02-06,,7:00 PM,Vegas Golden Knights,3,New Jersey Devils,1,Regulation,,,5.5,-110,-110,,,,,
2025-02-06,,7:00 PM,Washington Capitals,4,Philadelphia Flyers,3,Regulation,,,5.5,-120,103,,,,,
2025-02-06,,10:00 PM,Toronto Maple Leafs,3,Seattle Kraken,1,Regulation,,,6,-115,-105,,,,,
2025-02-06,,10:30 PM,Vancouver Canucks,2,San Jose Sharks,1,Regulation,,,5.5,-120,-100,,,,,
2025-02-06,,8:00 PM,Florida Panthers,3,St. Louis Blues,2,Regulation,,,5.5,-120,-100,,,,,
2025-02-06,,7:00 PM,Ottawa Senators,1,Tampa Bay Lightning,5,Regulation,,,5.5,-125,105,,,,,
2025-02-07,,8:30 PM,Nashville Predators,2,Chicago Blackhawks,6,Regulation,,,6,-115,-105,,,,,
2025-02-07,,9:00 PM,Colorado Avalanche,5,Edmonton Oilers,4,Regulation,,,6.5,-120,-100,,,,,
2025-02-07,,10:30 PM,Dallas Stars,4,Los Angeles Kings,5,Regulation,,,5.5,102,-120,,,,,
2025-02-07,,7:00 PM,Pittsburgh Penguins,3,New York Rangers,2,Regulation,,,6,-100,-120,,,,,
2025-02-07,,8:00 PM,New York Islanders,3,Winnipeg Jets,4,Regulation,,,5.5,-100,-120,,,,,
2025-02-08,,3:30 PM,Vegas Golden Knights,4,Boston Bruins,3,Regulation,,,5.5,-115,-105,,,,,
2025-02-08,,1:00 PM,Utah Hockey Club,3,Carolina Hurricanes,7,Regulation,,,5.5,-110,-110,,,,,
2025-02-08,,7:00 PM,New York Rangers,4,Columbus Blue Jackets,3,Regulation,,,6,-120,-100,,,,,
2025-02-08,,10:00 PM,Seattle Kraken,3,Calgary Flames,2,Regulation,,,5.5,-120,101,,,,,
2025-02-08,,1:00 PM,Tampa Bay Lightning,6,Detroit Red Wings,3,Regulation,,,6,-115,-105,,,,,
2025-02-08,,7:00 PM,Ottawa Senators,1,Florida Panthers,5,Regulation,,,5.5,-110,-111,,,,,
2025-02-08,,10:30 PM,Anaheim Ducks,2,Los Angeles Kings,1,Regulation,,,5.5,-110,-110,,,,,
2025-02-08,,8:00 PM,New York Islanders,3,Minnesota Wild,6,Regulation,,,5.5,-100,-115,,,,,
2025-02-08,,1:00 PM,New Jersey Devils,4,Montreal Canadiens,0,Regulation,,,6,-104,-113,,,,,
2025-02-08,,8:00 PM,Buffalo Sabres,4,Nashville Predators,6,Regulation,,,6.5,-106,-112,,,,,
2025-02-08,,7:00 PM,Pittsburgh Penguins,2,Philadelphia Flyers,3,Regulation,,,5.5,-105,-115,,,,,
2025-02-08,,10:00 PM,Dallas Stars,8,San Jose Sharks,3,Regulation,,,6,-113,-105,,,,,
2025-02-08,,7:00 PM,Chicago Blackhawks,5,St. Louis Blues,6,Regulation,,,5.5,-120,-100,,,,,
2025-02-08,,7:00 PM,Toronto Maple Leafs,1,Vancouver Canucks,2,Regulation,,,5.5,-102,-117,,,,,
2025-02-09,,1:00 PM,Tampa Bay Lightning,5,Montreal Canadiens,3,Regulation,,,6.5,-105,-115,,,,,
2025-02-09,,12:30 PM,Utah Hockey Club,5,Washington Capitals,4,Regulation,,,5.5,-110,-110,,,,,
2025-02-22,,7:00 PM,Anaheim Ducks,3,Boston Bruins,2,Regulation,,,5.5,-112,-105,,,,,
2025-02-22,,5:30 PM,New York Rangers,2,Buffalo Sabres,8,Regulation,,,6.5,102,-119,,,,,
2025-02-22,,7:00 PM,Chicago Blackhawks,1,Columbus Blue Jackets,5,Regulation,,,6,-115,-105,,,,,
2025-02-22,,12:30 PM,Minnesota Wild,4,Detroit Red Wings,3,Regulation,,,5.5,-120,-100,,,,,
2025-02-22,,6:00 PM,Seattle Kraken,2,Florida Panthers,1,Regulation,,,5.5,-120,103,,,,,
2025-02-22,,9:00 PM,Utah Hockey Club,3,Los Angeles Kings,5,Regulation,,,5.5,-100,-120,,,,,
2025-02-22,,6:00 PM,Dallas Stars,4,New Jersey Devils,2,Regulation,,,5.5,-110,-107,,,,,
2025-02-22,,6:00 PM,Colorado Avalanche,1,Nashville Predators,2,Regulation,,,6.5,-102,-117,,,,,
2025-02-22,,7:00 PM,Montreal Canadiens,5,Ottawa Senators,2,Regulation,,,5.5,-122,105,,,,,
2025-02-22,,1:00 PM,Edmonton Oilers,3,Philadelphia Flyers,6,Regulation,,,6,-113,-105,,,,,
2025-02-22,,3:00 PM,Washington Capitals,8,Pittsburgh Penguins,3,Regulation,,,5.5,-120,-100,,,,,
2025-02-22,,7:00 PM,Winnipeg Jets,4,St. Louis Blues,3,Regulation,,,6,-105,-115,,,,,
2025-02-22,,7:00 PM,Carolina Hurricanes,3,Toronto Maple Leafs,6,Regulation,,,5.5,-121,101,,,,,
2025-02-22,,10:00 PM,Vancouver Canucks,1,Vegas Golden Knights,3,Regulation,,,5.5,-100,-120,,,,,
2025-02-23,,8:00 PM,San Jose Sharks,2,Calgary Flames,3,Regulation,,,6,-115,-102,,,,,
2025-02-23,,7:00 PM,Toronto Maple Leafs,5,Chicago Blackhawks,2,Regulation,,,6,-113,-105,,,,,
2025-02-23,,6:00 PM,Anaheim Ducks,4,Detroit Red Wings,5,Regulation,,,5.5,-115,-104,,,,,
2025-02-23,,6:00 PM,New Jersey Devils,5,Nashville Predators,0,Regulation,,,6,-105,-115,,,,,
2025-02-23,,7:30 PM,Dallas Stars,4,New York Islanders,3,Regulation,,,5.5,-120,101,,,,,
2025-02-23,,3:30 PM,New York Rangers,5,Pittsburgh Penguins,3,Regulation,,,6,-110,-110,,,,,
2025-02-23,,6:00 PM,Colorado Avalanche,1,St. Louis Blues,3,Regulation,,,5.5,-120,-100,,,,,
2025-02-23,,6:00 PM,Seattle Kraken,1,Tampa Bay Lightning,4,Regulation,,,6,-120,103,,,,,
2025-02-23,,8:00 PM,Vancouver Canucks,1,Utah Hockey Club,2,Regulation,,,5.5,-100,-120,,,,,
2025-02-23,,1:00 PM,Edmonton Oilers,3,Washington Capitals,7,Regulation,,,6.5,-120,101,,,,,
2025-02-24,,10:30 PM,Vegas Golden Knights,2,Los Angeles Kings,5,Regulation,,,5.5,-115,-105,,,,,
2025-02-24,,7:30 PM,San Jose Sharks,1,Winnipeg Jets,2,Regulation,,,6,-105,-112,,,,,
2025-02-25,,7:00 PM,Toronto Maple Leafs,5,Boston Bruins,4,Regulation,,,6,-101,-119,,,,,
2025-02-25,,7:00 PM,Anaheim Ducks,2,Buffalo Sabres,3,Regulation,,,6,-115,-104,,,,,
2025-02-25,,7:00 PM,Dallas Stars,4,Columbus Blue Jackets,6,Regulation,,,6,-115,-103,,,,,
2025-02-25,,8:00 PM,Detroit Red Wings,3,Minnesota Wild,2,Regulation,,,5.5,-117,-102,,,,,
2025-02-25,,7:00 PM,Carolina Hurricanes,0,Montreal Canadiens,4,Regulation,,,6,-110,-110,,,,,
2025-02-25,,8:00 PM,Florida Panthers,4,Nashville Predators,1,Regulation,,,6,-104,-115,,,,,
2025-02-25,,7:30 PM,New York Rangers,5,New York Islanders,1,Regulation,,,6,-106,-112,,,,,
2025-02-25,,7:00 PM,Pittsburgh Penguins,1,Philadelphia Flyers,6,Regulation,,,5.5,-120,-100,,,,,
2025-02-25,,8:00 PM,Seattle Kraken,2,St. Louis Blues,7,Regulation,,,5.5,-107,-110,,,,,
2025-02-25,,7:30 PM,Edmonton Oilers,1,Tampa Bay Lightning,4,Regulation,,,6.5,-123,105,,,,,
2025-02-25,,9:00 PM,Chicago Blackhawks,1,Utah Hockey Club,2,Regulation,,,6,-120,102,,,,,
2025-02-25,,7:00 PM,Calgary Flames,3,Washington Capitals,1,Regulation,,,6,-115,-105,,,,,
2025-02-26,,9:30 PM,New Jersey Devils,1,Colorado Avalanche,5,Regulation,,,5.5,-120,-100,,,,,
2025-02-26,,10:00 PM,Vancouver Canucks,3,Los Angeles Kings,2,Regulation,,,5.5,120,-140,,,,,
2025-02-26,,7:00 PM,Winnipeg Jets,4,Ottawa Senators,1,Regulation,,,5.5,106,-125,,,,,
2025-02-27,,10:00 PM,Vancouver Canucks,2,Anaheim Ducks,5,Regulation,,,5.5,-110,-110,,,,,
2025-02-27,,7:00 PM,New York Islanders,2,Boston Bruins,1,Regulation,,,6,-105,-115,,,,,
2025-02-27,,7:00 PM,Buffalo Sabres,2,Carolina Hurricanes,5,Regulation,,,6.5,-115,-105,,,,,
